City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
237,Halifax,CA,17.01,broken clouds,44.6453,-63.5724,Hotel Halifax
238,Westport,US,24.8,clear sky,41.1415,-73.3579,Norwalk Inn
240,Mahanoro,MG,75.88,clear sky,-19.9,48.8,BUNGALOW MAHAMANINA
241,Abu Dhabi,AE,66.2,clear sky,24.4667,54.3667,Beach Rotana
242,Kaitangata,NZ,61.0,overcast clouds,-46.2817,169.8464,Kaitangata Motor Camp
243,Caravelas,BR,75.36,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
244,Arlit,NE,60.24,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
245,Akonolinga,CM,67.86,overcast clouds,3.7667,12.25,Le Diamant De Mireille
248,Iralaya,HN,78.8,scattered clouds,15.0,-83.2333,Iglesia morava renovada
249,San Buenaventura,MX,70.34,clear sky,27.0833,-101.5333,Hotel Gran Plaza
250,Hasaki,JP,46.4,few clouds,35.7333,140.8333,Inubosaki Kanko Hotel
251,Sobolevo,RU,16.25,light snow,54.4299,31.8996,
254,Nanortalik,GL,29.19,overcast clouds,60.1432,-45.2371,Hotel Kap Farvel
255,Bathurst,AU,82.0,clear sky,-33.4166,149.5806,Bathurst Motor Inn
256,Faya,SA,55.4,clear sky,18.3851,42.4509,مقبرة ال مجمل
257,Shizunai,JP,26.28,overcast clouds,42.3339,142.3669,Shizunai Eclipse Hotel
258,Katiola,CI,78.8,clear sky,8.1333,-5.1,Kakoumani
259,Seoul,KR,35.6,clear sky,37.5683,126.9778,Lotte Hotel Seoul
260,Qaqortoq,GL,39.2,broken clouds,60.7167,-46.0333,Hotel Qaqortoq
261,Espanola,US,35.6,clear sky,35.9911,-106.0806,Santa Claran Hotel
262,Hualmay,PE,71.64,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
263,Esmeralda,CU,66.2,few clouds,21.8525,-78.1169,Centro de Pioneros Exploradores
264,Acapulco,MX,80.6,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
265,Shingu,JP,48.2,scattered clouds,33.7333,135.9833,Shingu UI Hotel
266,Mahajanga,MG,73.4,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
268,Maanshan,CN,52.0,haze,31.6957,118.4983,天目湖酒店
269,Beloha,MG,74.37,clear sky,-25.1667,45.05,
270,Wagga Wagga,AU,86.0,clear sky,-35.1167,147.3667,The Club Motel and Apartments
271,Namibe,AO,72.97,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
272,Evensk,RU,1.45,overcast clouds,61.95,159.2333,
273,Buena Vista,US,26.6,overcast clouds,43.4203,-83.8986,Red Roof Inn Saginaw - Frankenmuth
274,Palencia,ES,41.0,clear sky,42.4167,-4.5,Hotel Area de Servicio Los Chopos
275,Bhalki,IN,62.98,scattered clouds,18.0333,77.2167,Sagar Home
276,Tasiilaq,GL,21.2,overcast clouds,65.6145,-37.6368,The Red House
277,Sitka,US,41.0,broken clouds,57.0531,-135.33,Westmark Sitka
278,Baft,IR,38.93,clear sky,29.234,56.6057,بافت خیابان طالقانی غربی ساختمان مادر
279,Bumba,CD,70.74,overcast clouds,2.1833,22.4667,Hôtel Cape Town
280,Tual,ID,83.61,moderate rain,-5.6667,132.75,Grand Vilia Hotel
281,Raga,SS,65.14,clear sky,8.4596,25.678,
282,Tura,IN,50.05,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
283,Swan Hill,AU,73.56,clear sky,-35.3378,143.5544,Lazy River Motor Inn
284,Burlington,US,28.0,clear sky,39.8835,-74.6413,Delanco Camp
285,Sribne,UA,29.91,light snow,50.6638,32.9187,Котедж «Срібне сіті»
286,Chapleau,CA,1.4,clear sky,47.8405,-83.4034,Nemegosenda Lake Lodge
287,Maarianhamina,AX,26.6,light snow,60.0973,19.9348,Park Alandia Hotel
288,Oktyabrskoye,RU,37.0,few clouds,43.0645,44.7417,Prolesok Mini-hotel
289,Saint-Augustin,CA,28.81,overcast clouds,51.226000000000006,-58.6502,
290,Ixtapa,MX,73.4,clear sky,20.7,-105.2,Container Inn Puerto Vallarta
291,Uvira,CD,72.39,broken clouds,-3.4067,29.1458,Hotel Suzana
292,Kutum,SD,51.89,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
294,Jacqueville,CI,80.6,few clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
295,Cidreira,BR,75.78,overcast clouds,-30.1811,-50.2056,Hotel Castelo
296,Antalaha,MG,74.97,clear sky,-14.9003,50.2788,Hotel Vitasoa
297,Lorengau,PG,82.87,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
298,Byron Bay,AU,80.6,overcast clouds,-28.65,153.6167,Backpackers Inn on the Beach
299,Urcos,PE,51.8,overcast clouds,-13.6861,-71.6228,Qali Samanawasi
300,Ligayan,PH,81.07,overcast clouds,4.6533,119.4706,
301,Lata,PT,55.99,overcast clouds,40.1629,-8.3327,Casa Maquia
302,Shahr-E Babak,IR,40.15,clear sky,30.1165,55.1186,اقامتگاه گردشگری دوناdunagarden ecolodge
303,Bubaque,GW,79.3,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
304,Det Udom,TH,73.99,scattered clouds,14.905999999999999,105.0784,Chatsuda Resort
305,Pimentel,PE,75.2,clear sky,-6.8367,-79.9342,Casona Del Muelle
306,Santa Luzia,BR,75.2,clear sky,-19.7697,-43.8514,Pousada Chao Earth
307,Bonfim,BR,79.59,broken clouds,3.0833,-59.95,
308,Jalu,LY,59.0,clear sky,29.0331,21.5482,صاحبة الفخامة
309,Boddam,GB,32.0,overcast clouds,57.4667,-1.7833,Palace Hotel
310,Cockburn Town,TC,73.4,few clouds,21.4612,-71.1419,Osprey Beach Hotel
311,Robinson,US,68.0,clear sky,31.4677,-97.1147,Flat Creek Farms RV Resort
312,Alta Floresta,BR,72.64,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
313,Port Blair,IN,79.09,clear sky,11.6667,92.75,Welcomhotel Bay Island Port Blair
314,Grindavik,IS,19.4,clear sky,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
316,Bathsheba,BB,78.8,broken clouds,13.2167,-59.5167,Atlantis Hotel
317,Sawakin,SD,68.95,broken clouds,19.1059,37.3321,فندق الدويم
318,Kedougou,SN,80.6,clear sky,12.5579,-12.1743,Relais de Kédougou
319,Mount Darwin,ZW,67.46,overcast clouds,-16.7725,31.5838,
321,Port Hedland,AU,87.8,overcast clouds,-20.3167,118.5667,The Esplanade Hotel
322,Dingle,PH,78.03,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
323,Emerald,AU,88.0,scattered clouds,-23.5333,148.1667,The Irish Village
324,Ohafia,NG,75.38,clear sky,5.6167,7.8333,Ikenga Plaza Hotel
325,Olafsvik,IS,23.04,scattered clouds,64.8945,-23.7142,Hotel Olafsvik
326,Kibungo,RW,64.4,few clouds,-2.1597,30.5427,Kibungo - Centre St. Joseph Guest House
327,Husavik,IS,14.0,overcast clouds,66.0449,-17.3389,Bjarnabúð
328,Kushiro,JP,24.8,few clouds,42.975,144.3747,Toyoko Inn Kushiro Jujigai
330,Rio Tercero,AR,61.0,light rain,-32.173,-64.1141,Hospedaje Las Violetas
331,Tamiahua,MX,70.66,broken clouds,21.2667,-97.45,Mission Of The Sun Hotel
332,Shieli,KZ,35.02,clear sky,44.1667,66.75,Gostinitsa Aybek Shieli
333,Preobrazheniye,RU,8.01,clear sky,42.9019,133.9064,Campsite Orlan
334,Ahipara,NZ,72.28,clear sky,-35.1667,173.1667,Ahipara Holiday Park
335,Avera,US,46.4,broken clouds,33.194,-82.5271,
336,Victor Harbor,AU,69.01,clear sky,-35.5667,138.6167,McCracken Country Club
337,Sao Filipe,CV,74.12,overcast clouds,14.8961,-24.4956,Tortuga B&B
338,Havre-Saint-Pierre,CA,21.2,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
341,Ashta,IN,50.16,clear sky,23.0167,76.7167,Digambar Jain Dharamshala
342,Dunga Bunga,PK,52.38,clear sky,29.7493,73.2432,Asid Ali Bhatti
344,Guerrero Negro,MX,60.84,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
345,Rong Kwang,TH,73.99,mist,18.339000000000002,100.3174,Rong Kwang Hotel
346,San Andres,CO,80.6,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
347,Lamar,US,62.01,overcast clouds,33.6668,-95.5836,Kings Inn Paris TX
348,Souillac,MU,78.8,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
349,Yayva,RU,12.99,overcast clouds,59.3303,57.2641,Yayvinskaya Inn
350,Camocim,BR,79.84,overcast clouds,-2.9022,-40.8411,Hotel Ilha do Amor
352,Bethel,US,19.99,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
353,Vila Do Maio,CV,73.4,clear sky,15.1333,-23.2167,Residence 'I Delfini'
354,Melfi,IT,46.99,few clouds,40.9965,15.6514,HOTEL TERME DI RAPOLLA
355,Savonlinna,FI,24.8,light snow,61.8699,28.88,Spahotel Casino
356,Kulhudhuffushi,MV,81.66,few clouds,6.6221,73.07,Haajy Guest House 1
358,Coffeyville,US,50.0,overcast clouds,37.0373,-95.6164,Regal Inn
360,Port Maria,JM,77.0,broken clouds,18.3685,-76.8895,Galina Breeze Hotel
361,Samfya,ZM,66.58,light rain,-11.3649,29.5565,Chita Lodge Samfya
362,Vestmannaeyjar,IS,31.28,broken clouds,63.4427,-20.2734,Glamping & Camping
363,Tyshkivka,UA,30.81,broken clouds,48.4967,30.9423,
364,Kem,RU,16.48,overcast clouds,64.9555,34.5793,"Mini-hotel ""Kem"""
